Date,Labels,VIX_Close,Ratio_smoothed,Std_RUA,A067RL1Q156SBEA,Bullish Average,CPIAUCSL,CCI_Value,GOLDAMGBD228NLBM,GVZCLS,PSAVERT,UNRATE,MORTGAGE30US,DGS10,BCI,Recession,color_x,debt_x,restaurant_x,stocks_x,dow jones_x,housing_x,inflation_x,portfolio_x,revenue_x,credit_x,economics_x,markets_x,return_x,unemployment_x,cancer_x,growth_x,investment_x,money_x,religion_x,bonds_x,derivatives_x,headlines_x,hedge_x,marriage_x,isPartial_x,profit_x,ring_x,society_x,banks_x,bribery_x,greed_x,insider trading_x,wall street_x,bankruptcy,color_y,debt_y,investment_y,recession,stocks_y,dow jones_y,housing_y,inflation_y,portfolio_y,restaurant_y,credit_y,date_x,economics_y,markets_y,return_y,revenue_y,cancer_y,date_y,growth_y,money_y,religion_y,unemployment_y,profit_y,ring_y,society_y,bonds_y,derivatives_y,headlines_y,hedge_y,marriage_y,banks_y,bribery_y,greed_y,insider trading_y,isPartial_y,wall street_y
1/16/04,1,15,-0.053926761,1.095224286,1.9,0.384907437,186.3,99.28259,410.3,,5,5.7,5.66,4.04,164.3,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/16/04,0,0,0,0,0,1/16/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/20/04,1,15.21,-0.053436045,1.085495738,1.9,0.384907437,186.3,99.28259,408.3,,5,5.7,5.66,4.08,164.3,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/20/04,0,0,0,0,0,1/20/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/21/04,1,14.34,-0.052945328,1.084873982,1.9,0.384907437,186.3,99.28259,411.25,,5,5.7,5.66,4.05,164.3,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/21/04,0,0,0,0,0,1/21/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/22/04,1,14.71,-0.052454608,1.081042301,1.9,0.384907437,186.3,99.28259,412,,5,5.7,5.64,3.99,165,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/22/04,0,0,0,0,0,1/22/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/23/04,1,14.84,-0.051963887,1.076928752,1.9,0.384907437,186.3,99.28259,411.4,,5,5.7,5.64,4.09,165,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/23/04,0,0,0,0,0,1/23/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/26/04,1,14.55,-0.051473164,1.065997567,1.9,0.384907437,186.3,99.28259,406.2,,5,5.7,5.64,4.16,165,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/26/04,0,0,0,0,0,1/26/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/27/04,1,15.35,-0.050982439,1.065359253,1.9,0.384907437,186.3,99.28259,404,,5,5.7,5.64,4.11,165,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/27/04,0,0,0,0,0,1/27/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/28/04,1,16.780001,-0.050491713,1.064688508,1.9,0.384907437,186.3,99.28259,410.7,,5,5.7,5.64,4.22,165,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/28/04,0,0,0,0,0,1/28/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/29/04,1,17.139999,-0.050000986,1.060754608,1.9,0.384907437,186.3,99.28259,410.15,,5,5.7,5.68,4.22,166,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/29/04,0,0,0,0,0,1/29/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/30/04,1,16.629999,-0.049510257,1.056638351,1.9,0.384907437,186.3,99.28259,401.3,,5,5.7,5.68,4.16,166,0,46,7,77,8,8,93,15,25,80,78,10,6,27,8,69,22,29,71,25,32,5,6,12,73,0,9,79,97,70,0,2,1,22,82,0,0,0,0,0,0,0,0,0,0,0,1/30/04,0,0,0,0,0,1/30/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/2/04,1,17.110001,-0.049019527,1.046676948,1.9,0.384907437,186.7,99.5004,401.85,,5,5.6,5.68,4.18,166,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/2/04,0,0,0,0,0,2/2/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/3/04,1,17.34,-0.048528796,1.046047796,1.9,0.384907437,186.7,99.5004,401.75,,5,5.6,5.68,4.13,166,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/3/04,0,0,0,0,0,2/3/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/4/04,1,17.870001,-0.048038064,1.045398422,1.9,0.384907437,186.7,99.5004,399.6,,5,5.6,5.68,4.15,166,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/4/04,0,0,0,0,0,2/4/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/5/04,1,17.709999,-0.047547331,1.042000325,1.9,0.384907437,186.7,99.5004,399.3,,5,5.6,5.72,4.2,166.3,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/5/04,0,0,0,0,0,2/5/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/6/04,1,16,-0.047056598,1.038642755,1.9,0.384907437,186.7,99.5004,396.4,,5,5.6,5.72,4.12,166.3,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/6/04,0,0,0,0,0,2/6/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/9/04,1,16.389999,-0.046565865,1.030551884,1.9,0.384907437,186.7,99.5004,406.7,,5,5.6,5.72,4.09,166.3,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/9/04,0,0,0,0,0,2/9/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/10/04,1,15.94,-0.046075131,1.030045338,1.9,0.384907437,186.7,99.5004,408.35,,5,5.6,5.72,4.13,166.3,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/10/04,0,0,0,0,0,2/10/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/11/04,1,15.39,-0.045584398,1.02958832,1.9,0.384907437,186.7,99.5004,406.4,,5,5.6,5.72,4.05,166.3,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/11/04,0,0,0,0,0,2/11/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/12/04,1,15.31,-0.045093666,1.026583519,1.9,0.384907437,186.7,99.5004,411.4,,5,5.6,5.66,4.1,167.1,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/12/04,0,0,0,0,0,2/12/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/13/04,1,15.58,-0.044602934,1.023730143,1.9,0.384907437,186.7,99.5004,412.1,,5,5.6,5.66,4.05,167.1,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/13/04,0,0,0,0,0,2/13/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/17/04,1,15.4,-0.044112203,1.016302106,1.9,0.384907437,186.7,99.5004,413.7,,5,5.6,5.66,4.05,167.1,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/17/04,0,0,0,0,0,2/17/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/18/04,1,15.59,-0.043621473,1.01586701,1.9,0.384907437,186.7,99.5004,415.9,,5,5.6,5.66,4.05,167.1,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/18/04,0,0,0,0,0,2/18/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/19/04,1,15.8,-0.043130745,1.015409881,1.9,0.384907437,186.7,99.5004,410.2,,5,5.6,5.58,4.05,167.2,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/19/04,0,0,0,0,0,2/19/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/20/04,1,16.040001,-0.04264002,1.013180521,1.9,0.384907437,186.7,99.5004,408.25,,5,5.6,5.58,4.1,167.2,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/20/04,0,0,0,0,0,2/20/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/23/04,1,16.290001,-0.042149296,1.008248172,1.9,0.384907437,186.7,99.5004,399.85,,5,5.6,5.58,4.05,167.2,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/23/04,0,0,0,0,0,2/23/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/24/04,1,15.9,-0.041658575,1.00797551,1.9,0.384907437,186.7,99.5004,401.45,,5,5.6,5.58,4.04,167.2,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/24/04,0,0,0,0,0,2/24/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/25/04,1,14.93,-0.041167858,1.007733789,1.9,0.384907437,186.7,99.5004,403.4,,5,5.6,5.58,4.02,167.2,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/25/04,0,0,0,0,0,2/25/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/26/04,1,14.83,-0.040677145,1.005780915,1.9,0.384907437,186.7,99.5004,395.05,,5,5.6,5.58,4.05,167.6,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/26/04,0,0,0,0,0,2/26/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/27/04,1,14.55,-0.040186436,1.003998167,1.9,0.384907437,186.7,99.5004,392.25,,5,5.6,5.58,3.99,167.6,0,48,7,85,7,6,95,15,24,85,75,10,5,22,8,73,23,29,70,29,31,6,6,13,100,0,9,71,100,70,1,2,1,21,86,0,0,0,0,0,0,0,0,0,0,0,2/27/04,0,0,0,0,0,2/27/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/1/04,1,14.44,-0.039695732,0.999805507,1.9,0.384907437,187.1,99.6058,398.5,,4.9,5.8,5.58,4,167.6,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/1/04,0,0,0,0,0,3/1/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/2/04,1,14.86,-0.039205034,0.999676982,1.9,0.384907437,187.1,99.6058,398.6,,4.9,5.8,5.58,4.05,167.6,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/2/04,0,0,0,0,0,3/2/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/3/04,1,14.55,-0.038714343,0.999552532,1.9,0.384907437,187.1,99.6058,390.35,,4.9,5.8,5.58,4.07,167.6,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/3/04,0,0,0,0,0,3/3/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/4/04,1,14.4,-0.03822366,0.998092238,1.9,0.384907437,187.1,99.6058,394.15,,4.9,5.8,5.59,4.04,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/4/04,0,0,0,0,0,3/4/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/5/04,1,14.48,-0.037732987,0.996494826,1.9,0.384907437,187.1,99.6058,393.5,,4.9,5.8,5.59,3.85,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/5/04,0,0,0,0,0,3/5/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/8/04,1,15.79,-0.037242324,0.992093753,1.9,0.384907437,187.1,99.6058,399.4,,4.9,5.8,5.59,3.78,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/8/04,0,0,0,0,0,3/8/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/9/04,1,16.6,-0.036751675,0.992019687,1.9,0.384907437,187.1,99.6058,401.2,,4.9,5.8,5.59,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/9/04,0,0,0,0,0,3/9/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/10/04,1,18.67,-0.036261041,0.991846613,1.9,0.384907437,187.1,99.6058,400.8,,4.9,5.8,5.59,3.74,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/10/04,0,0,0,0,0,3/10/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/11/04,1,20.67,-0.035770427,0.991194889,1.9,0.384907437,187.1,99.6058,397.4,,4.9,5.8,5.41,3.74,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/11/04,0,0,0,0,0,3/11/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/12/04,1,18.299999,-0.035279836,0.990362162,1.9,0.384907437,187.1,99.6058,400.75,,4.9,5.8,5.41,3.78,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/12/04,0,0,0,0,0,3/12/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/15/04,1,21.129999,-0.034789277,0.989014814,1.9,0.384907437,187.1,99.6058,399,,4.9,5.8,5.41,3.78,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/15/04,0,0,0,0,0,3/15/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/16/04,1,20.34,-0.03429876,0.989270254,1.9,0.384907437,187.1,99.6058,399.6,,4.9,5.8,5.41,3.7,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/16/04,0,0,0,0,0,3/16/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/17/04,1,18.110001,-0.033808306,0.98962824,1.9,0.384907437,187.1,99.6058,402,,4.9,5.8,5.41,3.71,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/17/04,0,0,0,0,0,3/17/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/18/04,1,18.530001,-0.033317947,0.989400974,1.9,0.384907437,187.1,99.6058,407.15,,4.9,5.8,5.38,3.76,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/18/04,0,0,0,0,0,3/18/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/19/04,1,19.15,-0.032827746,0.989476101,1.9,0.384907437,187.1,99.6058,411,,4.9,5.8,5.38,3.8,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/19/04,0,0,0,0,0,3/19/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/22/04,1,21.58,-0.032337857,0.989417209,1.9,0.384907437,187.1,99.6058,414.1,,4.9,5.8,5.38,3.74,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/22/04,0,0,0,0,0,3/22/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/23/04,1,20.67,-0.031848809,0.989610282,1.9,0.384907437,187.1,99.6058,415.2,,4.9,5.8,5.38,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/23/04,0,0,0,0,0,3/23/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/24/04,0,19.809999,-0.031369805,0.989776133,1.9,0.384907437,187.1,99.6058,417.6,,4.9,5.8,5.38,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/24/04,0,0,0,0,0,3/24/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/25/04,0,17.879999,-0.031882398,0.989710111,1.9,0.384907437,187.1,99.6058,416.6,,4.9,5.8,5.4,3.75,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/25/04,0,0,0,0,0,3/25/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/26/04,0,17.33,-0.032396309,0.989254585,1.9,0.384907437,187.1,99.6058,417.5,,4.9,5.8,5.4,3.85,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,0,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,3/26/04,0,0,0,0,0,3/26/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
