Date,RUA Close,Risk-Free TNX,RUA_Returns,Dates,Annual_Return_RUA,Numerator,Std_RUA,Ratio,Ratio_smoothed,Unnamed: 11,Datetimes,Label1_m30,Label2,Label3,Label3_Sharpe,Label4,Past_Sharpe4
2/21/91,201.490005,7.88,-4.96E-05,2/21/91,0.108063834,0.029263834,1.606506733,0.018215818,0.016538299,0.001677519,2/21/91,1,1,1,0.016937667,0,0.02008857
2/22/91,201.990005,7.91,0.002481513,2/22/91,0.109131832,0.030031832,1.599430571,0.018776577,0.016766546,0.002010031,2/22/91,1,1,1,0.017452746,1,0.018976304
2/25/91,202.789993,7.91,0.003960533,2/25/91,0.112424824,0.033324824,1.575922706,0.02114623,0.016994784,0.004151447,2/25/91,1,1,1,0.018930604,0,0.02114623
2/26/91,200.490005,7.96,-0.011341723,2/26/91,0.108505907,0.028905907,1.576439636,0.018336197,0.01722301,0.001113187,2/26/91,1,1,1,0.018902299,0,0.019272875
2/27/91,202.979996,7.98,0.012419527,2/27/91,0.112486427,0.032686427,1.577048942,0.020726324,0.017451224,0.0032751,2/27/91,1,1,1,0.018985209,0,0.019999599
2/28/91,202.940002,8.02,-0.000197034,2/28/91,0.10643916,0.02623916,1.571742767,0.016694309,0.017679425,-0.000985116,2/28/91,1,1,1,0.019485564,0,0.018311962
3/1/91,204.740005,8.12,0.008869631,3/1/91,0.109822518,0.028622518,1.56641422,0.018272637,0.017907614,0.000365023,3/1/91,1,1,1,0.020053178,1,0.018155475
3/4/91,204.539993,8.12,-0.000976907,3/4/91,0.10861959,0.02741959,1.551135563,0.017677107,0.018135788,-0.000458681,3/4/91,1,1,1,0.021377559,1,0.017677107
3/5/91,208.529999,8.08,0.019507217,3/5/91,0.114961541,0.034161541,1.551768178,0.022014591,0.018363948,0.003650643,3/5/91,1,1,1,0.021407894,1,0.020568763
3/6/91,208.289993,8.11,-0.001150942,3/6/91,0.114427946,0.033327946,1.55237247,0.021469039,0.018592091,0.002876948,3/6/91,1,1,1,0.021410673,0,0.021018901
3/7/91,208.210007,8.07,-0.000384013,3/7/91,0.114059793,0.033359793,1.547786521,0.021553226,0.018820218,0.002733008,3/7/91,1,1,1,0.021558747,0,0.021602058
3/8/91,207.710007,8.13,-0.002401422,3/8/91,0.110901399,0.029601399,1.543862647,0.019173597,0.019048327,0.00012527,3/8/91,1,1,1,0.021518869,1,0.02034938
3/11/91,206.570007,8.06,-0.005488421,3/11/91,0.114251684,0.033651684,1.528255741,0.022019668,0.019276416,0.002743252,3/11/91,0,0,1,0.021155642,0,0.022019668
3/12/91,204.800003,8.09,-0.008568543,3/12/91,0.111252311,0.030352311,1.528765136,0.019854136,0.019504486,0.000349651,3/12/91,1,1,1,0.021093665,1,0.02057598
3/13/91,207.149994,8.02,0.011474565,3/13/91,0.114915471,0.034715471,1.529382759,0.022699008,0.019732533,0.002966474,3/13/91,1,1,1,0.021166635,0,0.021637494
3/14/91,206.789993,8.02,-0.001737876,3/14/91,0.112862357,0.032662357,1.524712473,0.021421978,0.019960557,0.001461421,3/14/91,1,1,1,0.020987918,0,0.021586348
3/15/91,206.610001,8.1,-0.00087041,3/15/91,0.112726889,0.031726889,1.520012848,0.020872777,0.020188557,0.000684219,3/15/91,1,1,1,0.020852207,0,0.021360216
3/18/91,205.949997,8.15,-0.003194444,3/18/91,0.106219912,0.024719912,1.508990658,0.016381753,0.02041653,-0.004034778,3/18/91,1,1,1,0.020104624,0,0.016381753
3/19/91,203.199997,8.25,-0.013352756,3/19/91,0.101640605,0.019140605,1.50920242,0.012682597,0.020644476,-0.007961879,3/19/91,1,1,1,0.019751194,1,0.013915649
3/20/91,203.910004,8.2,0.003494129,3/20/91,0.102666798,0.020666798,1.509445746,0.013691647,0.020872391,-0.007180744,3/20/91,1,1,1,0.01947576,1,0.013803648
3/21/91,203.399994,8.16,-0.002501152,3/21/91,0.10448956,0.02288956,1.505515156,0.015203806,0.021100272,-0.005896466,3/21/91,1,1,1,0.019290023,1,0.014279552
3/22/91,203.740005,8.13,0.001671637,3/22/91,0.104740148,0.023440148,1.501721735,0.015608849,0.021328115,-0.005719266,3/22/91,1,1,1,0.018938623,1,0.015154301
3/25/91,205.149994,8.13,0.006920531,3/25/91,0.118271871,0.036971871,1.485504084,0.024888435,0.021555913,0.003332522,3/25/91,1,1,1,0.019161329,1,0.024888435
3/26/91,208.639999,8.13,0.017011967,3/26/91,0.123771533,0.042471533,1.486293416,0.02857547,0.021783656,0.006791814,3/26/91,1,1,1,0.019589245,1,0.027346458
3/27/91,208.550003,8.08,-0.000431346,3/27/91,0.123465248,0.042665248,1.487081031,0.028690601,0.022011328,0.006679272,3/27/91,1,1,1,0.019984956,1,0.02801853
3/28/91,208.529999,8.05,-9.59E-05,3/28/91,0.12469103,0.04419103,1.480206203,0.029854645,0.022238909,0.007615736,3/28/91,0,1,1,0.020363582,1,0.029253435
4/1/91,206.600006,8.07,-0.00925523,4/1/91,0.120364651,0.039664651,1.459562629,0.02717571,0.022466365,0.004709345,4/1/91,1,1,1,0.021075432,1,0.02717571
4/2/91,210.850006,8.03,0.020571151,4/2/91,0.127044817,0.046744817,1.460463652,0.032006833,0.022693646,0.009313187,4/2/91,1,1,1,0.021595975,1,0.030396459
4/3/91,210.910004,8.05,0.000284553,4/3/91,0.126971908,0.046471908,1.461348938,0.031800693,0.022920656,0.008880037,4/3/91,0,1,1,0.022059826,1,0.031098576
4/4/91,211.350006,8,0.002086207,4/4/91,0.131097581,0.051097581,1.454154909,0.035139022,0.023147209,0.011991813,4/4/91,1,1,1,0.022853549,0,0.033504214
4/5/91,209.25,7.99,-0.009936153,4/5/91,0.125327328,0.045427328,1.447669552,0.031379625,0.02337292,0.008006705,4/5/91,1,1,1,0.023279233,0,0.032702935
4/8/91,210.669998,7.98,0.006786131,4/8/91,0.115517769,0.035717769,1.434928683,0.024891668,0.023597367,0.001294302,4/8/91,1,1,1,0.023741946,0,0.024891668
4/9/91,208.220001,8.03,-0.011629549,4/9/91,0.111499083,0.031199083,1.435383572,0.021735711,0.023820576,-0.002084865,4/9/91,1,1,1,0.023646411,0,0.022787697
4/10/91,207.889999,8.1,-0.001584872,4/10/91,0.110825978,0.029825978,1.435798797,0.02077309,0.024042665,-0.003269575,4/10/91,1,1,1,0.023515806,1,0.021780393
4/11/91,210.320007,8.09,0.011688912,4/11/91,0.113730881,0.032830881,1.432870765,0.02291266,0.024263604,-0.001350944,4/11/91,1,1,1,0.023556396,1,0.022003312
4/12/91,211.660004,7.98,0.006371229,4/12/91,0.114440588,0.034640588,1.430338161,0.02421846,0.024483054,-0.000264594,4/12/91,1,1,1,0.023754774,1,0.023208965
4/15/91,212,7.95,0.001606331,4/15/91,0.128482064,0.048982064,1.415434323,0.034605678,0.024699949,0.009905729,4/15/91,0,1,1,0.024610848,1,0.034605678
4/16/91,215.309998,7.97,0.015613198,4/16/91,0.13350323,0.05380323,1.416498044,0.037983272,0.024877918,0.013105354,4/16/91,0,1,1,0.02524763,1,0.036857407
4/17/91,216.990005,7.95,0.007802736,4/17/91,0.135917968,0.056417968,1.417633433,0.03979729,0.025053038,0.014744251,4/17/91,0,1,1,0.025908978,0,0.038327349
4/18/91,215.910004,8.02,-0.004977192,4/18/91,0.134781213,0.054581213,1.412084178,0.038652946,0.025227388,0.013425558,4/18/91,0,1,1,0.026921305,0,0.038922782
4/19/91,213.710007,8.1,-0.010189417,4/19/91,0.132453684,0.051453684,1.406151037,0.036591861,0.0254014,0.011190461,4/19/91,1,0,1,0.02800809,0,0.037813128
4/22/91,211.720001,8.15,-0.009311712,4/22/91,0.128140508,0.046640508,1.385430524,0.033664993,0.025575227,0.008089765,4/22/91,1,1,1,0.030266933,1,0.033664993
4/23/91,212.009995,8.12,0.001369705,4/23/91,0.128426821,0.047226821,1.386281888,0.034067257,0.025748938,0.008318319,4/23/91,1,1,1,0.030447901,0,0.033933169
4/24/91,212.539993,8.06,0.002499873,4/24/91,0.129087613,0.048487613,1.387162571,0.034954528,0.025922567,0.009031961,4/24/91,1,1,1,0.030652748,0,0.034443849
4/25/91,210.880005,8.07,-0.007810238,4/25/91,0.124005211,0.043305211,1.382250093,0.031329505,0.026096136,0.005233369,4/25/91,1,1,1,0.030945524,0,0.032994138
4/26/91,210.619995,8.06,-0.001232976,4/26/91,0.121748341,0.041148341,1.377777692,0.029865733,0.026269659,0.003596075,4/26/91,1,1,1,0.031004172,0,0.03120179
4/29/91,207.800003,8.07,-0.013389004,4/29/91,0.119501795,0.038801795,1.362301962,0.028482522,0.026443145,0.002039377,4/29/91,1,1,1,0.031049003,1,0.028482522
4/30/91,208.309998,8.02,0.002454259,4/30/91,0.120160069,0.039960069,1.362927487,0.029319292,0.026616601,0.002702691,4/30/91,1,1,1,0.03097038,1,0.029040369
5/1/91,210.919998,8.01,0.012529403,5/1/91,0.124161715,0.044061715,1.363660518,0.032311352,0.026790032,0.00552132,5/1/91,1,1,1,0.031028683,1,0.03067586
5/2/91,211.270004,7.97,0.001659425,5/2/91,0.124645887,0.044945887,1.358819742,0.033077152,0.026963441,0.006113711,5/2/91,1,1,1,0.031285267,1,0.032195575
5/3/91,211.509995,8.04,0.001135945,5/3/91,0.123353722,0.042953722,1.354398847,0.031714234,0.027136832,0.004577402,5/3/91,1,1,1,0.031272545,1,0.03226806
5/6/91,211.110001,8.05,-0.001891135,5/6/91,0.128788436,0.048288436,1.336588618,0.036128121,0.027310207,0.008817915,5/6/91,0,1,1,0.031289396,0,0.036128121
5/7/91,209.779999,8.06,-0.006300043,5/7/91,0.126524057,0.045924057,1.337363683,0.034339243,0.027483567,0.006855676,5/7/91,0,0,1,0.031428026,1,0.034935536
5/8/91,210.300003,8.04,0.002478806,5/8/91,0.127180362,0.046780362,1.338156469,0.034958813,0.027656915,0.007301898,5/8/91,0,0,1,0.031581538,1,0.034947174
5/9/91,212.690002,8.02,0.011364712,5/9/91,0.13246333,0.05226333,1.332036754,0.039235651,0.027830252,0.0114054,5/9/91,0,0,1,0.03220519,0,0.03699397
5/10/91,209.050003,8.12,-0.017114105,5/10/91,0.125943645,0.044743645,1.325922228,0.033745301,0.028003579,0.005741722,5/10/91,0,0,0,0.032727346,0,0.03577767
5/13/91,209.5,8.07,0.002152581,5/13/91,0.12802084,0.04732084,1.303196779,0.036311354,0.028176898,0.008134456,5/13/91,0,0,0,0.034339814,0,0.036311354
5/14/91,206.850006,8.14,-0.012649136,5/14/91,0.123646694,0.042246694,1.30386044,0.032401239,0.028350209,0.00405103,5/14/91,0,0,0,0.034251697,0,0.033704611
5/15/91,204.75,8.13,-0.010152313,5/15/91,0.120113058,0.038813058,1.304424188,0.029754936,0.028523514,0.001231422,5/15/91,0,0,0,0.034056186,1,0.031729773
5/16/91,206.669998,8.12,0.00937728,5/16/91,0.121278391,0.040078391,1.298493971,0.030865288,0.028696812,0.002168476,5/16/91,0,0,0,0.03389356,1,0.030751163
5/17/91,206.789993,8.08,0.000580612,5/17/91,0.124691541,0.043891541,1.291710049,0.033979406,0.028870106,0.005109301,5/17/91,0,0,0,0.033719479,1,0.032237288
5/20/91,206.639999,8.1,-0.000725345,5/20/91,0.128155603,0.047155603,1.266254672,0.03724022,0.029043395,0.008196826,5/20/91,0,0,0,0.033226007,1,0.03724022
5/21/91,208.199997,8.06,0.007549352,5/21/91,0.130496343,0.049896343,1.267139777,0.039377142,0.029216679,0.010160463,5/21/91,0,0,0,0.033505604,1,0.038664835
5/22/91,208.789993,8.06,0.002833794,5/22/91,0.131265276,0.050665276,1.268040494,0.039955566,0.02938996,0.010565606,5/22/91,0,0,0,0.033786037,1,0.0393102
5/23/91,208.449997,8.1,-0.001628411,5/23/91,0.1333438,0.0523438,1.259625594,0.041555046,0.029563238,0.011991808,5/23/91,0,0,0,0.034129083,1,0.040658902
5/24/91,209.699997,8.1,0.005996642,5/24/91,0.13234738,0.05134738,1.252097917,0.041009077,0.029736513,0.011272565,5/24/91,0,0,0,0.034430901,1,0.041015482
5/28/91,211.940002,8.07,0.010681951,5/28/91,0.135650166,0.054950166,1.228674623,0.044723123,0.029909785,0.014813338,5/28/91,0,0,0,0.035261147,1,0.044723123
5/29/91,212.570007,8.07,0.002972563,5/29/91,0.136459448,0.055759448,1.229742534,0.045342376,0.030083055,0.015259321,5/29/91,0,0,0,0.035719384,0,0.045135958
5/30/91,214.759995,8.02,0.010302432,5/30/91,0.13970023,0.05950023,1.230922333,0.048337924,0.030256324,0.0180816,5/30/91,0,0,0,0.036621903,0,0.046736941
5/31/91,216.229996,8.06,0.006844855,5/31/91,0.132419247,0.051819247,1.226174946,0.042260892,0.030429592,0.0118313,5/31/91,0,0,0,0.037210157,0,0.04480015
6/3/91,215.460007,8.14,-0.003560972,6/3/91,0.126018563,0.044618563,1.213720017,0.036761826,0.030602858,0.006158967,6/3/91,0,0,0,0.037914127,0,0.036761826
6/4/91,215.360001,8.14,-0.000464151,6/4/91,0.125698003,0.044298003,1.214421314,0.036476635,0.030776125,0.00570051,6/4/91,0,0,0,0.037845675,0,0.036571699
6/5/91,214.139999,8.19,-0.005664942,6/5/91,0.123651543,0.041751543,1.215044571,0.034362149,0.030949391,0.003412758,6/5/91,0,0,0,0.037687333,0,0.035466924
6/6/91,213.389999,8.23,-0.003502382,6/6/91,0.121678272,0.039378272,1.211541554,0.032502618,0.031122657,0.00137996,6/6/91,0,0,0,0.037522538,0,0.033784798
6/7/91,211.309998,8.29,-0.009747416,6/7/91,0.1201463,0.0372463,1.207593964,0.030843397,0.031295925,-0.000452528,6/7/91,0,0,0,0.037363635,0,0.031982929
6/10/91,210.690002,8.29,-0.002934059,6/10/91,0.112311432,0.029411432,1.19875042,0.024535076,0.031469193,-0.006934117,6/10/91,0,0,0,0.036929765,0,0.024535076
6/11/91,211.759995,8.29,0.005078518,6/11/91,0.113851637,0.030951637,1.199072324,0.025812986,0.031642463,-0.005829477,6/11/91,0,0,0,0.036400394,0,0.025387016
6/12/91,209.440002,8.36,-0.010955766,6/12/91,0.110064147,0.026464147,1.19928209,0.022066657,0.031815735,-0.009749077,6/12/91,1,1,0,0.035748861,0,0.023726837
6/13/91,209.919998,8.34,0.002291807,6/13/91,0.110588569,0.027188569,1.196623662,0.022721069,0.031989009,-0.00926794,6/13/91,1,1,0,0.03513112,1,0.023018251
6/14/91,212.289993,8.29,0.011289992,6/14/91,0.111200326,0.028300326,1.194624446,0.023689726,0.032162287,-0.008472561,6/14/91,1,1,0,0.034735143,1,0.023096329
6/17/91,211.300003,8.3,-0.004663385,6/17/91,0.113513105,0.030513105,1.186703276,0.025712498,0.032335568,-0.00662307,6/17/91,0,1,0,0.0347643,0,0.025712498
6/18/91,210.520004,8.32,-0.003691429,6/18/91,0.112136122,0.028936122,1.186955364,0.024378442,0.032508854,-0.008130413,6/18/91,1,1,0,0.034269735,0,0.024823127
6/19/91,208.520004,8.33,-0.009500285,6/19/91,0.108834136,0.025534136,1.187124009,0.02150924,0.032682146,-0.011172905,6/19/91,1,1,0,0.033689713,0,0.023166184
6/20/91,208.619995,8.3,0.000479527,6/20/91,0.110736068,0.027736068,1.184051721,0.02342471,0.032855444,-0.009430734,6/20/91,1,1,0,0.033061735,0,0.022945175
6/21/91,209.630005,8.32,0.004841386,6/21/91,0.109531801,0.026331801,1.181445434,0.022287784,0.033028749,-0.010740965,6/21/91,1,1,0,0.032284946,0,0.022537002
6/24/91,205.919998,8.33,-0.017697882,6/24/91,0.100731897,0.017431897,1.175176942,0.014833423,0.033202064,-0.018368641,6/24/91,1,1,0,0.030129128,0,0.014833423
6/25/91,205.520004,8.33,-0.001942473,6/25/91,0.099953223,0.016653223,1.175137957,0.014171292,0.033375391,-0.019204099,6/25/91,1,1,0,0.029369231,1,0.014392002
6/26/91,205.809998,8.33,0.001411026,6/26/91,0.100290015,0.016990015,1.175104003,0.014458307,0.033548731,-0.019090424,6/26/91,1,1,0,0.028691461,1,0.014425155
6/27/91,207.369995,8.32,0.007579792,6/27/91,0.107416477,0.024216477,1.172259419,0.020657951,0.033722089,-0.013064138,6/27/91,1,1,0,0.028342178,1,0.017510293
6/28/91,205.919998,8.24,-0.006992318,6/28/91,0.101798889,0.019398889,1.169889445,0.016581814,0.033895469,-0.017313655,6/28/91,1,1,1,0.027118643,1,0.017586609
7/1/91,209.339996,8.26,0.016608382,7/1/91,0.107213404,0.024613404,1.163100816,0.021161883,0.034068876,-0.012906992,7/1/91,1,1,1,0.02423569,0,0.021161883
7/2/91,209.119995,8.27,-0.001050927,7/2/91,0.106722576,0.024022576,1.163203557,0.020652083,0.034242319,-0.013590235,7/2/91,1,1,1,0.024072798,0,0.020822016
7/3/91,206.990005,8.26,-0.010185492,7/3/91,0.103200223,0.020600223,1.163229339,0.017709511,0.034415809,-0.016706299,7/3/91,1,1,1,0.023796134,0,0.019265764
7/5/91,207.369995,8.34,0.001835789,7/5/91,0.100059598,0.016659598,1.161436031,0.014343965,0.034589368,-0.020245403,7/5/91,1,1,1,0.022200754,1,0.015465814
7/8/91,209.320007,8.34,0.00940354,7/8/91,0.10911867,0.02571867,1.154237712,0.022281952,0.034763027,-0.012481074,7/8/91,1,1,1,0.020649518,0,0.022281952
7/9/91,208.759995,8.36,-0.002675387,7/9/91,0.108085271,0.024485271,1.154337306,0.021211539,0.034936838,-0.013725299,7/9/91,1,1,1,0.020676281,1,0.021568343
7/10/91,208.740005,8.35,-9.58E-05,7/10/91,0.107911074,0.024411074,1.154432717,0.021145514,0.035110907,-0.013965393,7/10/91,1,1,1,0.02069761,1,0.021356929
7/11/91,209.389999,8.3,0.003113893,7/11/91,0.108516285,0.025516285,1.151961253,0.022150298,0.03528548,-0.013135182,7/11/91,1,1,1,0.020589211,1,0.02165891
7/12/91,211.009995,8.26,0.00773674,7/12/91,0.113846261,0.031246261,1.149141581,0.027190959,0.035461299,-0.00827034,7/12/91,1,1,1,0.020651846,1,0.024503165
7/15/91,212.259995,8.26,0.00592389,7/15/91,0.112023638,0.029423638,1.141386592,0.025778853,0.035641415,-0.009862561,7/15/91,1,1,1,0.020582101,0,0.025778853
7/16/91,211.889999,8.27,-0.001743126,7/16/91,0.11129634,0.02859634,1.141563054,0.025050163,0.035841493,-0.01079133,7/16/91,1,1,1,0.020794866,1,0.02529306
7/17/91,211.729996,8.3,-0.000755123,7/17/91,0.110898992,0.027898992,1.141720482,0.024435921,0.036043668,-0.011607747,7/17/91,1,1,1,0.020960368,1,0.02486449
7/18/91,213.789993,8.31,0.009729358,7/18/91,0.115664431,0.032564431,1.139309214,0.02858261,0.036246559,-0.007663949,7/18/91,1,1,1,0.021090828,1,0.026611639
7/19/91,213.289993,8.28,-0.002338744,7/19/91,0.117351261,0.034551261,1.136568334,0.030399634,0.036449796,-0.006050162,7/19/91,1,1,1,0.021364518,1,0.028800007
7/22/91,212.539993,8.28,-0.003516339,7/22/91,0.122058798,0.039258798,1.126702158,0.034843989,0.036653239,-0.00180925,7/22/91,1,1,1,0.021882083,0,0.034843989
7/23/91,210.649994,8.31,-0.008892439,7/23/91,0.118941445,0.035841445,1.127037267,0.031801473,0.036856822,-0.00505535,7/23/91,1,1,1,0.022354435,0,0.032815645
7/24/91,210.039993,8.24,-0.002895804,7/24/91,0.117823284,0.035423284,1.127358076,0.031421502,0.037060509,-0.005639007,7/24/91,1,1,1,0.022766574,1,0.032118574
7/25/91,211.300003,8.2,0.005998905,7/25/91,0.118761563,0.036761563,1.123894663,0.032709083,0.037264276,-0.004555193,7/25/91,1,1,1,0.023579104,0,0.032128621
7/26/91,211.399994,8.2,0.000473218,7/26/91,0.118393604,0.036393604,1.120499255,0.032479811,0.037468106,-0.004988295,7/26/91,1,1,1,0.02441131,0,0.03237985
7/29/91,212.479996,8.2,0.005108808,7/29/91,0.113640219,0.031640219,1.110083591,0.028502556,0.037671987,-0.009169432,7/29/91,1,1,1,0.025692665,1,0.028502556
7/30/91,214.330002,8.21,0.00870673,7/30/91,0.116384884,0.034284884,1.110364439,0.030877145,0.037875912,-0.006998767,7/30/91,1,1,1,0.025939545,1,0.030085615
7/31/91,215.179993,8.2,0.003965805,7/31/91,0.117548254,0.035548254,1.110673053,0.032006047,0.038079872,-0.006073825,7/31/91,1,1,1,0.026215295,1,0.031045831
8/1/91,214.880005,8.2,-0.001394126,8/1/91,0.116571548,0.034571548,1.108400115,0.031190495,0.038283862,-0.007093367,8/1/91,1,1,1,0.026671141,1,0.031410121
8/2/91,215.080002,8.06,0.000930738,8/2/91,0.116880568,0.036280568,1.106195669,0.032797604,0.038487878,-0.005690273,8/2/91,1,1,1,0.02722321,1,0.032129975
8/5/91,213.899994,8.04,-0.005486368,8/5/91,0.116174177,0.035774177,1.098914087,0.032554116,0.038691915,-0.006137799,8/5/91,1,1,1,0.028543394,1,0.032554116
8/6/91,216.550003,7.97,0.012389009,8/6/91,0.120139686,0.040439686,1.099331143,0.036785719,0.038895971,-0.002110252,8/6/91,1,1,1,0.028918045,1,0.035375185
8/7/91,216.699997,7.93,0.000692653,8/7/91,0.120211371,0.040911371,1.099756321,0.037200396,0.039100044,-0.001899647,8/7/91,1,1,1,0.029278147,1,0.03628779
