Date,Labels,VIX_Close,A067RL1Q156SBEA,Bullish Average,CPIAUCSL,CCI_Value,GOLDAMGBD228NLBM,PSAVERT,UNRATE,MORTGAGE30US,DGS10,BCI,Recession,color_x,debt_x,restaurant_x,stocks_x,dow jones_x,housing_x,inflation_x,portfolio_x,revenue_x,credit_x,economics_x,markets_x,return_x,unemployment_x,cancer_x,growth_x,investment_x,money_x,religion_x,bonds_x,derivatives_x,headlines_x,hedge_x,marriage_x,profit_x,ring_x,society_x,banks_x,bribery_x,greed_x,insider trading_x,wall street_x,bankruptcy,color_y,debt_y,investment_y,recession,stocks_y,dow jones_y,housing_y,inflation_y,portfolio_y,restaurant_y,credit_y,economics_y,markets_y,return_y,revenue_y,cancer_y,growth_y,money_y,religion_y,unemployment_y,profit_y,ring_y,society_y,bonds_y,derivatives_y,headlines_y,hedge_y,marriage_y,banks_y,bribery_y,insider trading_y,wall street_y
3/8/04,1,15.79,1.9,0.384907437,187.1,99.6058,399.4,4.9,5.8,5.59,3.78,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/04,1,16.6,1.9,0.384907437,187.1,99.6058,401.2,4.9,5.8,5.59,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/04,1,18.67,1.9,0.384907437,187.1,99.6058,400.8,4.9,5.8,5.59,3.74,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/04,1,20.67,1.9,0.384907437,187.1,99.6058,397.4,4.9,5.8,5.41,3.74,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/04,1,18.299999,1.9,0.384907437,187.1,99.6058,400.75,4.9,5.8,5.41,3.78,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/04,1,21.129999,1.9,0.384907437,187.1,99.6058,399,4.9,5.8,5.41,3.78,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/04,1,20.34,1.9,0.384907437,187.1,99.6058,399.6,4.9,5.8,5.41,3.7,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/04,1,18.110001,1.9,0.384907437,187.1,99.6058,402,4.9,5.8,5.41,3.71,168.8,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/04,1,18.530001,1.9,0.384907437,187.1,99.6058,407.15,4.9,5.8,5.38,3.76,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/19/04,1,19.15,1.9,0.384907437,187.1,99.6058,411,4.9,5.8,5.38,3.8,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/04,1,21.58,1.9,0.384907437,187.1,99.6058,414.1,4.9,5.8,5.38,3.74,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/04,1,20.67,1.9,0.384907437,187.1,99.6058,415.2,4.9,5.8,5.38,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/24/04,0,19.809999,1.9,0.384907437,187.1,99.6058,417.6,4.9,5.8,5.38,3.73,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/04,0,17.879999,1.9,0.384907437,187.1,99.6058,416.6,4.9,5.8,5.4,3.75,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/26/04,0,17.33,1.9,0.384907437,187.1,99.6058,417.5,4.9,5.8,5.4,3.85,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/29/04,0,16.5,1.9,0.384907437,187.1,99.6058,420.9,4.9,5.8,5.4,3.91,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/04,0,16.280001,1.9,0.384907437,187.1,99.6058,419.15,4.9,5.8,5.4,3.91,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/04,0,16.74,1.9,0.384907437,187.1,99.6058,423,4.9,5.8,5.4,3.86,168.4,0,46,6,74,6,7,95,15,25,88,75,10,5,21,7,72,23,30,69,30,29,6,7,14,91,9,67,98,72,0,2,1,22,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/04,0,16.65,4.7,0.384907437,187.4,99.65501,425.3,5.3,5.6,5.52,3.91,168.5,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/04,0,15.64,4.7,0.384907437,187.4,99.65501,426.1,5.3,5.6,5.52,4.15,168.5,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/04,0,14.97,4.7,0.384907437,187.4,99.65501,420.55,5.3,5.6,5.52,4.24,168.5,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/04,0,15.32,4.7,0.384907437,187.4,99.65501,416.95,5.3,5.6,5.52,4.19,168.5,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/04,0,15.76,4.7,0.384907437,187.4,99.65501,419.25,5.3,5.6,5.52,4.19,168.5,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/04,0,16.26,4.7,0.384907437,187.4,99.65501,422,5.3,5.6,5.79,4.21,169.4,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/04,0,15.28,4.7,0.384907437,187.4,99.65501,422,5.3,5.6,5.79,4.25,169.4,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/04,0,17.26,4.7,0.384907437,187.4,99.65501,417.45,5.3,5.6,5.79,4.35,169.4,0,46,6,75,6,7,98,16,24,96,75,9,6,19,6,75,24,28,69,30,33,6,6,14,82,9,65,96,72,0,2,1,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
